"","pop","individual","value","cluster","cluster_size"
"106366",23,172,2,"Cluster 3",8
"106367",23,172,2,"Cluster 4",1
"106368",23,172,2,"Cluster 5",88
"106369",23,172,2,"Cluster 6",2
"106370",23,172,2,"Cluster 7",5
"106371",23,172,2,"Cluster 8",2
"106372",23,172,2,"Cluster 9",52
"106373",23,173,1,"Cluster 1",40
"106374",23,173,1,"Cluster 10",13
"106375",23,173,1,"Cluster 11",10
"106376",23,173,1,"Cluster 12",24
"106377",23,173,1,"Cluster 13",3
"106378",23,173,1,"Cluster 2",1
"106379",23,173,1,"Cluster 3",5
"106380",23,173,1,"Cluster 4",18
"106381",23,173,1,"Cluster 5",12
"106382",23,173,1,"Cluster 6",15
"106383",23,173,1,"Cluster 7",79
"106384",23,173,1,"Cluster 8",9
"106385",23,173,1,"Cluster 9",31
"106386",23,173,2,"Cluster 1",5
"106387",23,173,2,"Cluster 10",47
"106388",23,173,2,"Cluster 11",54
"106389",23,173,2,"Cluster 12",16
"106390",23,173,2,"Cluster 2",37
"106391",23,173,2,"Cluster 3",43
"106392",23,173,2,"Cluster 4",3
"106393",23,173,2,"Cluster 5",46
"106394",23,173,2,"Cluster 6",2
"106395",23,173,2,"Cluster 7",98
"106396",23,173,2,"Cluster 8",8
"106397",23,173,2,"Cluster 9",42
"106398",23,174,1,"Cluster 1",1
"106399",23,174,1,"Cluster 10",23
"106400",23,174,1,"Cluster 11",13
"106401",23,174,1,"Cluster 12",9
"106402",23,174,1,"Cluster 2",8
"106403",23,174,1,"Cluster 3",9
"106404",23,174,1,"Cluster 4",14
"106405",23,174,1,"Cluster 5",14
"106406",23,174,1,"Cluster 6",14
"106407",23,174,1,"Cluster 7",1
"106408",23,174,1,"Cluster 8",56
"106409",23,174,1,"Cluster 9",87
"106410",23,174,2,"Cluster 1",92
"106411",23,174,2,"Cluster 10",104
"106412",23,174,2,"Cluster 11",3
"106413",23,174,2,"Cluster 2",18
"106414",23,174,2,"Cluster 3",43
"106415",23,174,2,"Cluster 4",3
"106416",23,174,2,"Cluster 5",44
"106417",23,174,2,"Cluster 6",96
"106418",23,174,2,"Cluster 7",26
"106419",23,174,2,"Cluster 8",3
"106420",23,174,2,"Cluster 9",3
"106421",23,175,1,"Cluster 1",46
"106422",23,175,1,"Cluster 2",55
"106423",23,175,1,"Cluster 3",9
"106424",23,175,1,"Cluster 4",127
"106425",23,175,1,"Cluster 5",17
"106426",23,175,1,"Cluster 6",68
"106427",23,175,1,"Cluster 7",56
"106428",23,175,1,"Cluster 8",58
"106429",23,175,1,"Cluster 9",12
"106430",23,175,2,"Cluster 1",19
"106431",23,175,2,"Cluster 10",20
"106432",23,175,2,"Cluster 11",16
"106433",23,175,2,"Cluster 12",32
"106434",23,175,2,"Cluster 2",4
"106435",23,175,2,"Cluster 3",29
"106436",23,175,2,"Cluster 4",21
"106437",23,175,2,"Cluster 5",40
"106438",23,175,2,"Cluster 6",45
"106439",23,175,2,"Cluster 7",1
"106440",23,175,2,"Cluster 8",15
"106441",23,175,2,"Cluster 9",1
"106442",23,176,1,"Cluster 1",35
"106443",23,176,1,"Cluster 10",59
"106444",23,176,1,"Cluster 11",58
"106445",23,176,1,"Cluster 2",28
"106446",23,176,1,"Cluster 3",2
"106447",23,176,1,"Cluster 4",3
"106448",23,176,1,"Cluster 5",43
"106449",23,176,1,"Cluster 6",18
"106450",23,176,1,"Cluster 7",46
"106451",23,176,1,"Cluster 8",23
"106452",23,176,1,"Cluster 9",29
"106453",23,176,2,"Cluster 1",65
"106454",23,176,2,"Cluster 10",13
"106455",23,176,2,"Cluster 11",3
"106456",23,176,2,"Cluster 12",43
"106457",23,176,2,"Cluster 2",5
"106458",23,176,2,"Cluster 3",54
"106459",23,176,2,"Cluster 4",10
"106460",23,176,2,"Cluster 5",40
"106461",23,176,2,"Cluster 6",46
"106462",23,176,2,"Cluster 7",6
"106463",23,176,2,"Cluster 8",6
"106464",23,176,2,"Cluster 9",43
"106465",23,178,1,"Cluster 1",44
"106466",23,178,1,"Cluster 10",63
"106467",23,178,1,"Cluster 11",41
"106468",23,178,1,"Cluster 12",9
"106469",23,178,1,"Cluster 13",24
"106470",23,178,1,"Cluster 14",8
"106471",23,178,1,"Cluster 15",9
"106472",23,178,1,"Cluster 16",1
"106473",23,178,1,"Cluster 2",23
"106474",23,178,1,"Cluster 3",3
"106475",23,178,1,"Cluster 4",7
"106476",23,178,1,"Cluster 5",3
"106477",23,178,1,"Cluster 6",6
"106478",23,178,1,"Cluster 7",37
"106479",23,178,1,"Cluster 8",74
"106480",23,178,1,"Cluster 9",14
"106481",23,178,2,"Cluster 1",39
"106482",23,178,2,"Cluster 10",5
"106483",23,178,2,"Cluster 11",17
"106484",23,178,2,"Cluster 12",11
"106485",23,178,2,"Cluster 13",1
"106486",23,178,2,"Cluster 14",11
"106487",23,178,2,"Cluster 15",12
"106488",23,178,2,"Cluster 16",11
"106489",23,178,2,"Cluster 17",2
"106490",23,178,2,"Cluster 18",8
"106491",23,178,2,"Cluster 19",45
"106492",23,178,2,"Cluster 2",11
"106493",23,178,2,"Cluster 3",7
"106494",23,178,2,"Cluster 4",39
"106495",23,178,2,"Cluster 5",52
"106496",23,178,2,"Cluster 6",2
"106497",23,178,2,"Cluster 7",1
"106498",23,178,2,"Cluster 8",1
"106499",23,178,2,"Cluster 9",25
"106500",23,179,1,"Cluster 1",4
"106501",23,179,1,"Cluster 10",7
"106502",23,179,1,"Cluster 11",15
"106503",23,179,1,"Cluster 2",12
"106504",23,179,1,"Cluster 3",29
"106505",23,179,1,"Cluster 4",1
"106506",23,179,1,"Cluster 5",92
"106507",23,179,1,"Cluster 6",3
"106508",23,179,1,"Cluster 7",93
"106509",23,179,1,"Cluster 8",4
"106510",23,179,1,"Cluster 9",74
"106511",23,179,2,"Cluster 1",42
"106512",23,179,2,"Cluster 2",32
"106513",23,179,2,"Cluster 3",21
"106514",23,179,2,"Cluster 4",6
"106515",23,179,2,"Cluster 5",110
"106516",23,179,2,"Cluster 6",93
"106517",23,179,2,"Cluster 7",1
"106518",23,179,2,"Cluster 8",22
"106519",23,179,2,"Cluster 9",32
"106520",23,180,1,"Cluster 1",68
"106521",23,180,1,"Cluster 10",34
"106522",23,180,1,"Cluster 2",25
"106523",23,180,1,"Cluster 3",67
"106524",23,180,1,"Cluster 4",3
"106525",23,180,1,"Cluster 5",35
"106526",23,180,1,"Cluster 6",47
"106527",23,180,1,"Cluster 7",4
"106528",23,180,1,"Cluster 8",2
"106529",23,180,1,"Cluster 9",12
"106530",23,180,2,"Cluster 1",5
"106531",23,180,2,"Cluster 10",111
"106532",23,180,2,"Cluster 11",8
"106533",23,180,2,"Cluster 12",7
"106534",23,180,2,"Cluster 2",5
"106535",23,180,2,"Cluster 3",47
"106536",23,180,2,"Cluster 4",20
"106537",23,180,2,"Cluster 5",6
"106538",23,180,2,"Cluster 6",37
"106539",23,180,2,"Cluster 7",9
"106540",23,180,2,"Cluster 8",55
"106541",23,180,2,"Cluster 9",44
"106542",23,181,1,"Cluster 1",55
"106543",23,181,1,"Cluster 10",1
"106544",23,181,1,"Cluster 11",11
"106545",23,181,1,"Cluster 12",26
"106546",23,181,1,"Cluster 13",4
"106547",23,181,1,"Cluster 14",40
"106548",23,181,1,"Cluster 2",41
"106549",23,181,1,"Cluster 3",15
"106550",23,181,1,"Cluster 4",2
"106551",23,181,1,"Cluster 5",27
"106552",23,181,1,"Cluster 6",13
"106553",23,181,1,"Cluster 7",17
"106554",23,181,1,"Cluster 8",91
"106555",23,181,1,"Cluster 9",42
"106556",23,181,2,"Cluster 1",17
"106557",23,181,2,"Cluster 10",9
"106558",23,181,2,"Cluster 2",4
"106559",23,181,2,"Cluster 3",62
"106560",23,181,2,"Cluster 4",10
"106561",23,181,2,"Cluster 5",6
"106562",23,181,2,"Cluster 6",10
"106563",23,181,2,"Cluster 7",59
"106564",23,181,2,"Cluster 8",60
"106565",23,181,2,"Cluster 9",10
"106566",23,182,1,"Cluster 1",32
"106567",23,182,1,"Cluster 10",10
"106568",23,182,1,"Cluster 11",40
"106569",23,182,1,"Cluster 2",65
"106570",23,182,1,"Cluster 3",43
"106571",23,182,1,"Cluster 4",74
"106572",23,182,1,"Cluster 5",50
"106573",23,182,1,"Cluster 6",5
"106574",23,182,1,"Cluster 7",43
"106575",23,182,1,"Cluster 8",18
"106576",23,182,1,"Cluster 9",1
"106577",23,182,2,"Cluster 1",14
"106578",23,182,2,"Cluster 10",73
"106579",23,182,2,"Cluster 11",8
"106580",23,182,2,"Cluster 12",66
"106581",23,182,2,"Cluster 13",63
"106582",23,182,2,"Cluster 2",8
"106583",23,182,2,"Cluster 3",23
"106584",23,182,2,"Cluster 4",2
"106585",23,182,2,"Cluster 5",5
"106586",23,182,2,"Cluster 6",6
"106587",23,182,2,"Cluster 7",23
"106588",23,182,2,"Cluster 8",12
"106589",23,182,2,"Cluster 9",20
"106590",23,183,1,"Cluster 1",31
"106591",23,183,1,"Cluster 10",6
"106592",23,183,1,"Cluster 11",28
"106593",23,183,1,"Cluster 12",4
"106594",23,183,1,"Cluster 13",9
"106595",23,183,1,"Cluster 14",40
"106596",23,183,1,"Cluster 15",47
"106597",23,183,1,"Cluster 16",4
"106598",23,183,1,"Cluster 17",13
"106599",23,183,1,"Cluster 2",2
"106600",23,183,1,"Cluster 3",36
"106601",23,183,1,"Cluster 4",69
"106602",23,183,1,"Cluster 5",3
"106603",23,183,1,"Cluster 6",1
"106604",23,183,1,"Cluster 7",16
"106605",23,183,1,"Cluster 8",13
"106606",23,183,1,"Cluster 9",1
"106607",23,183,2,"Cluster 1",51
"106608",23,183,2,"Cluster 10",14
"106609",23,183,2,"Cluster 11",36
"106610",23,183,2,"Cluster 2",5
"106611",23,183,2,"Cluster 3",119
"106612",23,183,2,"Cluster 4",21
"106613",23,183,2,"Cluster 5",10
"106614",23,183,2,"Cluster 6",37
"106615",23,183,2,"Cluster 7",7
"106616",23,183,2,"Cluster 8",45
"106617",23,183,2,"Cluster 9",13
"106618",23,184,1,"Cluster 1",4
"106619",23,184,1,"Cluster 2",167
"106620",23,184,1,"Cluster 3",13
"106621",23,184,1,"Cluster 4",61
"106622",23,184,1,"Cluster 5",60
"106623",23,184,1,"Cluster 6",88
"106624",23,184,1,"Cluster 7",85
"106625",23,184,1,"Cluster 8",48
"106626",23,184,2,"Cluster 1",23
"106627",23,184,2,"Cluster 10",2
"106628",23,184,2,"Cluster 2",49
"106629",23,184,2,"Cluster 3",12
"106630",23,184,2,"Cluster 4",10
"106631",23,184,2,"Cluster 5",25
"106632",23,184,2,"Cluster 6",2
"106633",23,184,2,"Cluster 7",8
"106634",23,184,2,"Cluster 8",2
"106635",23,184,2,"Cluster 9",20
"106636",23,185,1,"Cluster 1",2
"106637",23,185,1,"Cluster 10",4
"106638",23,185,1,"Cluster 11",3
"106639",23,185,1,"Cluster 12",27
"106640",23,185,1,"Cluster 13",7
"106641",23,185,1,"Cluster 14",12
"106642",23,185,1,"Cluster 2",40
"106643",23,185,1,"Cluster 3",34
"106644",23,185,1,"Cluster 4",18
"106645",23,185,1,"Cluster 5",14
"106646",23,185,1,"Cluster 6",44
"106647",23,185,1,"Cluster 7",9
"106648",23,185,1,"Cluster 8",8
"106649",23,185,1,"Cluster 9",13
"106650",23,185,2,"Cluster 1",31
"106651",23,185,2,"Cluster 10",165
"106652",23,185,2,"Cluster 11",53
"106653",23,185,2,"Cluster 2",24
"106654",23,185,2,"Cluster 3",7
"106655",23,185,2,"Cluster 4",11
"106656",23,185,2,"Cluster 5",10
"106657",23,185,2,"Cluster 6",43
"106658",23,185,2,"Cluster 7",26
"106659",23,185,2,"Cluster 8",47
"106660",23,185,2,"Cluster 9",1
"106661",23,187,1,"Cluster 1",16
"106662",23,187,1,"Cluster 10",96
"106663",23,187,1,"Cluster 11",48
"106664",23,187,1,"Cluster 12",47
"106665",23,187,1,"Cluster 2",24
"106666",23,187,1,"Cluster 3",5
"106667",23,187,1,"Cluster 4",16
"106668",23,187,1,"Cluster 5",1
"106669",23,187,1,"Cluster 6",7
"106670",23,187,1,"Cluster 7",10
"106671",23,187,1,"Cluster 8",38
"106672",23,187,1,"Cluster 9",62
"106673",23,187,2,"Cluster 1",12
"106674",23,187,2,"Cluster 10",20
"106675",23,187,2,"Cluster 11",76
"106676",23,187,2,"Cluster 12",55
"106677",23,187,2,"Cluster 2",56
"106678",23,187,2,"Cluster 3",2
"106679",23,187,2,"Cluster 4",14
"106680",23,187,2,"Cluster 5",4
"106681",23,187,2,"Cluster 6",8
"106682",23,187,2,"Cluster 7",44
"106683",23,187,2,"Cluster 8",1
"106684",23,187,2,"Cluster 9",35
"106685",23,188,1,"Cluster 1",18
"106686",23,188,1,"Cluster 10",2
"106687",23,188,1,"Cluster 11",26
"106688",23,188,1,"Cluster 12",168
"106689",23,188,1,"Cluster 2",1
"106690",23,188,1,"Cluster 3",49
"106691",23,188,1,"Cluster 4",5
"106692",23,188,1,"Cluster 5",6
"106693",23,188,1,"Cluster 6",27
"106694",23,188,1,"Cluster 7",6
"106695",23,188,1,"Cluster 8",10
"106696",23,188,1,"Cluster 9",92
"106697",23,188,2,"Cluster 1",31
"106698",23,188,2,"Cluster 10",11
"106699",23,188,2,"Cluster 11",30
"106700",23,188,2,"Cluster 12",2
"106701",23,188,2,"Cluster 13",6
"106702",23,188,2,"Cluster 2",1
"106703",23,188,2,"Cluster 3",4
"106704",23,188,2,"Cluster 4",8
"106705",23,188,2,"Cluster 5",21
"106706",23,188,2,"Cluster 6",65
"106707",23,188,2,"Cluster 7",66
"106708",23,188,2,"Cluster 8",2
"106709",23,188,2,"Cluster 9",13
"106710",23,189,1,"Cluster 1",10
"106711",23,189,1,"Cluster 10",21
"106712",23,189,1,"Cluster 11",44
"106713",23,189,1,"Cluster 2",33
"106714",23,189,1,"Cluster 3",11
"106715",23,189,1,"Cluster 4",41
"106716",23,189,1,"Cluster 5",14
"106717",23,189,1,"Cluster 6",1
"106718",23,189,1,"Cluster 7",54
"106719",23,189,1,"Cluster 8",56
"106720",23,189,1,"Cluster 9",6
"106721",23,189,2,"Cluster 1",87
"106722",23,189,2,"Cluster 10",79
"106723",23,189,2,"Cluster 11",14
"106724",23,189,2,"Cluster 12",3
"106725",23,189,2,"Cluster 2",30
"106726",23,189,2,"Cluster 3",10
"106727",23,189,2,"Cluster 4",32
"106728",23,189,2,"Cluster 5",14
"106729",23,189,2,"Cluster 6",19
"106730",23,189,2,"Cluster 7",6
"106731",23,189,2,"Cluster 8",7
"106732",23,189,2,"Cluster 9",41
"106733",23,191,1,"Cluster 1",38
"106734",23,191,1,"Cluster 2",64
"106735",23,191,1,"Cluster 3",1
"106736",23,191,1,"Cluster 4",43
"106737",23,191,1,"Cluster 5",175
"106738",23,191,1,"Cluster 6",113
"106739",23,191,1,"Cluster 7",7
"106740",23,191,1,"Cluster 8",47
"106741",23,191,2,"Cluster 1",2
"106742",23,191,2,"Cluster 2",20
"106743",23,191,2,"Cluster 3",2
"106744",23,191,2,"Cluster 4",83
"106745",23,191,2,"Cluster 5",6
"106746",23,191,2,"Cluster 6",1
"106747",23,191,2,"Cluster 7",20
"106748",23,191,2,"Cluster 8",3
"106749",23,191,2,"Cluster 9",16
"106750",23,192,1,"Cluster 1",115
"106751",23,192,1,"Cluster 10",1
"106752",23,192,1,"Cluster 11",1
"106753",23,192,1,"Cluster 12",27
"106754",23,192,1,"Cluster 13",66
"106755",23,192,1,"Cluster 2",63
"106756",23,192,1,"Cluster 3",1
"106757",23,192,1,"Cluster 4",4
"106758",23,192,1,"Cluster 5",2
"106759",23,192,1,"Cluster 6",7
"106760",23,192,1,"Cluster 7",12
"106761",23,192,1,"Cluster 8",1
"106762",23,192,1,"Cluster 9",12
"106763",23,192,2,"Cluster 1",2
"106764",23,192,2,"Cluster 10",30
"106765",23,192,2,"Cluster 11",1
"106766",23,192,2,"Cluster 12",44
"106767",23,192,2,"Cluster 2",76
"106768",23,192,2,"Cluster 3",23
"106769",23,192,2,"Cluster 4",3
"106770",23,192,2,"Cluster 5",6
"106771",23,192,2,"Cluster 6",64
"106772",23,192,2,"Cluster 7",1
"106773",23,192,2,"Cluster 8",74
"106774",23,192,2,"Cluster 9",5
"106775",23,195,1,"Cluster 1",1
"106776",23,195,1,"Cluster 10",3
"106777",23,195,1,"Cluster 2",32
"106778",23,195,1,"Cluster 3",75
"106779",23,195,1,"Cluster 4",27
"106780",23,195,1,"Cluster 5",10
"106781",23,195,1,"Cluster 6",47
"106782",23,195,1,"Cluster 7",24
"106783",23,195,1,"Cluster 8",10
"106784",23,195,1,"Cluster 9",62
"106785",23,195,2,"Cluster 1",62
"106786",23,195,2,"Cluster 10",65
"106787",23,195,2,"Cluster 11",41
"106788",23,195,2,"Cluster 2",5
"106789",23,195,2,"Cluster 3",124
"106790",23,195,2,"Cluster 4",25
"106791",23,195,2,"Cluster 5",30
"106792",23,195,2,"Cluster 6",3
"106793",23,195,2,"Cluster 7",10
"106794",23,195,2,"Cluster 8",4
"106795",23,195,2,"Cluster 9",2
"106796",23,196,1,"Cluster 1",79
"106797",23,196,1,"Cluster 10",8
"106798",23,196,1,"Cluster 11",17
"106799",23,196,1,"Cluster 12",4
"106800",23,196,1,"Cluster 2",40
"106801",23,196,1,"Cluster 3",5
"106802",23,196,1,"Cluster 4",47
"106803",23,196,1,"Cluster 5",24
"106804",23,196,1,"Cluster 6",3
"106805",23,196,1,"Cluster 7",74
"106806",23,196,1,"Cluster 8",9
"106807",23,196,1,"Cluster 9",73
"106808",23,196,2,"Cluster 1",3
"106809",23,196,2,"Cluster 10",56
"106810",23,196,2,"Cluster 11",27
"106811",23,196,2,"Cluster 12",7
"106812",23,196,2,"Cluster 13",3
"106813",23,196,2,"Cluster 14",4
"106814",23,196,2,"Cluster 2",33
"106815",23,196,2,"Cluster 3",3
"106816",23,196,2,"Cluster 4",28
"106817",23,196,2,"Cluster 5",66
"106818",23,196,2,"Cluster 6",3
"106819",23,196,2,"Cluster 7",1
"106820",23,196,2,"Cluster 8",35
"106821",23,196,2,"Cluster 9",21
"106822",23,197,1,"Cluster 1",2
"106823",23,197,1,"Cluster 2",5
"106824",23,197,1,"Cluster 3",1
"106825",23,197,1,"Cluster 4",43
"106826",23,197,1,"Cluster 5",3
"106827",23,197,1,"Cluster 6",42
"106828",23,197,1,"Cluster 7",130
"106829",23,197,1,"Cluster 8",2
"106830",23,197,1,"Cluster 9",2
"106831",23,197,2,"Cluster 1",94
"106832",23,197,2,"Cluster 2",173
"106833",23,197,2,"Cluster 3",79
"106834",23,197,2,"Cluster 4",3
"106835",23,197,2,"Cluster 5",5
"106836",23,197,2,"Cluster 6",88
"106837",23,198,1,"Cluster 1",11
"106838",23,198,1,"Cluster 10",22
"106839",23,198,1,"Cluster 11",7
"106840",23,198,1,"Cluster 12",8
"106841",23,198,1,"Cluster 13",14
"106842",23,198,1,"Cluster 2",2
"106843",23,198,1,"Cluster 3",74
"106844",23,198,1,"Cluster 4",7
"106845",23,198,1,"Cluster 5",31
"106846",23,198,1,"Cluster 6",2
"106847",23,198,1,"Cluster 7",40
"106848",23,198,1,"Cluster 8",3
"106849",23,198,1,"Cluster 9",27
"106850",23,198,2,"Cluster 1",24
"106851",23,198,2,"Cluster 10",14
"106852",23,198,2,"Cluster 11",24
"106853",23,198,2,"Cluster 12",3
"106854",23,198,2,"Cluster 2",86
"106855",23,198,2,"Cluster 3",1
"106856",23,198,2,"Cluster 4",29
"106857",23,198,2,"Cluster 5",54
"106858",23,198,2,"Cluster 6",84
"106859",23,198,2,"Cluster 7",52
"106860",23,198,2,"Cluster 8",1
"106861",23,198,2,"Cluster 9",26
"106862",23,199,1,"Cluster 1",16
"106863",23,199,1,"Cluster 10",3
"106864",23,199,1,"Cluster 2",7
"106865",23,199,1,"Cluster 3",40
"106866",23,199,1,"Cluster 4",20
"106867",23,199,1,"Cluster 5",20
"106868",23,199,1,"Cluster 6",30
"106869",23,199,1,"Cluster 7",2
"106870",23,199,1,"Cluster 8",15
"106871",23,199,1,"Cluster 9",56
"106872",23,199,2,"Cluster 1",89
"106873",23,199,2,"Cluster 10",2
"106874",23,199,2,"Cluster 11",43
"106875",23,199,2,"Cluster 2",11
"106876",23,199,2,"Cluster 3",33
"106877",23,199,2,"Cluster 4",65
"106878",23,199,2,"Cluster 5",23
"106879",23,199,2,"Cluster 6",87
"106880",23,199,2,"Cluster 7",1
"106881",23,199,2,"Cluster 8",81
"106882",23,199,2,"Cluster 9",49
"106883",23,200,1,"Cluster 1",113
"106884",23,200,1,"Cluster 10",36
"106885",23,200,1,"Cluster 11",101
"106886",23,200,1,"Cluster 12",7
"106887",23,200,1,"Cluster 2",13
"106888",23,200,1,"Cluster 3",3
"106889",23,200,1,"Cluster 4",26
"106890",23,200,1,"Cluster 5",12
"106891",23,200,1,"Cluster 6",40
"106892",23,200,1,"Cluster 7",3
"106893",23,200,1,"Cluster 8",67
"106894",23,200,1,"Cluster 9",50
"106895",23,200,2,"Cluster 1",5
"106896",23,200,2,"Cluster 10",44
"106897",23,200,2,"Cluster 2",6
"106898",23,200,2,"Cluster 3",10
"106899",23,200,2,"Cluster 4",6
"106900",23,200,2,"Cluster 5",7
"106901",23,200,2,"Cluster 6",95
"106902",23,200,2,"Cluster 7",22
"106903",23,200,2,"Cluster 8",4
"106904",23,200,2,"Cluster 9",5
"106905",24,1,1,"Cluster 1",52
"106906",24,1,1,"Cluster 2",37
"106907",24,1,1,"Cluster 3",42
"106908",24,1,1,"Cluster 4",145
"106909",24,1,1,"Cluster 5",62
"106910",24,1,1,"Cluster 6",35
"106911",24,1,1,"Cluster 7",3
"106912",24,1,1,"Cluster 8",36
"106913",24,1,1,"Cluster 9",14
"106914",24,1,2,"Cluster 1",41
"106915",24,1,2,"Cluster 10",5
"106916",24,1,2,"Cluster 11",4
"106917",24,1,2,"Cluster 12",61
"106918",24,1,2,"Cluster 13",32
"106919",24,1,2,"Cluster 14",24
"106920",24,1,2,"Cluster 2",5
"106921",24,1,2,"Cluster 3",30
"106922",24,1,2,"Cluster 4",2
"106923",24,1,2,"Cluster 5",6
"106924",24,1,2,"Cluster 6",13
"106925",24,1,2,"Cluster 7",69
"106926",24,1,2,"Cluster 8",1
"106927",24,1,2,"Cluster 9",8
"106928",24,2,1,"Cluster 1",10
"106929",24,2,1,"Cluster 10",21
"106930",24,2,1,"Cluster 2",15
"106931",24,2,1,"Cluster 3",67
"106932",24,2,1,"Cluster 4",14
"106933",24,2,1,"Cluster 5",178
"106934",24,2,1,"Cluster 6",2
"106935",24,2,1,"Cluster 7",1
"106936",24,2,1,"Cluster 8",7
"106937",24,2,1,"Cluster 9",11
"106938",24,2,2,"Cluster 1",56
"106939",24,2,2,"Cluster 2",64
"106940",24,2,2,"Cluster 3",60
"106941",24,2,2,"Cluster 4",5
"106942",24,2,2,"Cluster 5",4
"106943",24,2,2,"Cluster 6",1
"106944",24,2,2,"Cluster 7",28
"106945",24,2,2,"Cluster 8",93
"106946",24,2,2,"Cluster 9",89
"106947",24,4,1,"Cluster 1",18
"106948",24,4,1,"Cluster 10",1
"106949",24,4,1,"Cluster 11",181
"106950",24,4,1,"Cluster 2",12
"106951",24,4,1,"Cluster 3",81
"106952",24,4,1,"Cluster 4",75
"106953",24,4,1,"Cluster 5",22
"106954",24,4,1,"Cluster 6",38
"106955",24,4,1,"Cluster 7",21
"106956",24,4,1,"Cluster 8",56
"106957",24,4,1,"Cluster 9",12
"106958",24,4,2,"Cluster 1",5
"106959",24,4,2,"Cluster 10",47
"106960",24,4,2,"Cluster 11",9
"106961",24,4,2,"Cluster 12",3
"106962",24,4,2,"Cluster 13",6
"106963",24,4,2,"Cluster 14",4
"106964",24,4,2,"Cluster 2",51
"106965",24,4,2,"Cluster 3",5
"106966",24,4,2,"Cluster 4",10
"106967",24,4,2,"Cluster 5",1
"106968",24,4,2,"Cluster 6",1
"106969",24,4,2,"Cluster 7",20
"106970",24,4,2,"Cluster 8",5
"106971",24,4,2,"Cluster 9",9
"106972",24,5,1,"Cluster 1",25
"106973",24,5,1,"Cluster 10",40
"106974",24,5,1,"Cluster 11",107
"106975",24,5,1,"Cluster 12",9
"106976",24,5,1,"Cluster 13",31
"106977",24,5,1,"Cluster 14",1
"106978",24,5,1,"Cluster 2",16
"106979",24,5,1,"Cluster 3",39
"106980",24,5,1,"Cluster 4",3
"106981",24,5,1,"Cluster 5",1
"106982",24,5,1,"Cluster 6",30
"106983",24,5,1,"Cluster 7",4
"106984",24,5,1,"Cluster 8",46
"106985",24,5,1,"Cluster 9",14
"106986",24,5,2,"Cluster 1",18
"106987",24,5,2,"Cluster 10",59
"106988",24,5,2,"Cluster 11",11
"106989",24,5,2,"Cluster 2",28
"106990",24,5,2,"Cluster 3",130
"106991",24,5,2,"Cluster 4",51
"106992",24,5,2,"Cluster 5",29
"106993",24,5,2,"Cluster 6",13
"106994",24,5,2,"Cluster 7",11
"106995",24,5,2,"Cluster 8",2
"106996",24,5,2,"Cluster 9",16
"106997",24,6,1,"Cluster 1",24
"106998",24,6,1,"Cluster 10",4
"106999",24,6,1,"Cluster 11",4
"107000",24,6,1,"Cluster 12",23
"107001",24,6,1,"Cluster 13",44
"107002",24,6,1,"Cluster 14",64
"107003",24,6,1,"Cluster 15",7
"107004",24,6,1,"Cluster 2",19
"107005",24,6,1,"Cluster 3",9
"107006",24,6,1,"Cluster 4",14
"107007",24,6,1,"Cluster 5",58
"107008",24,6,1,"Cluster 6",9
"107009",24,6,1,"Cluster 7",11
"107010",24,6,1,"Cluster 8",2
"107011",24,6,1,"Cluster 9",41
"107012",24,6,2,"Cluster 1",37
"107013",24,6,2,"Cluster 10",33
"107014",24,6,2,"Cluster 11",10
"107015",24,6,2,"Cluster 12",2
"107016",24,6,2,"Cluster 13",41
"107017",24,6,2,"Cluster 2",2
"107018",24,6,2,"Cluster 3",46
"107019",24,6,2,"Cluster 4",20
"107020",24,6,2,"Cluster 5",19
"107021",24,6,2,"Cluster 6",6
"107022",24,6,2,"Cluster 7",14
"107023",24,6,2,"Cluster 8",66
"107024",24,6,2,"Cluster 9",73
"107025",24,8,1,"Cluster 1",41
"107026",24,8,1,"Cluster 10",16
"107027",24,8,1,"Cluster 11",11
"107028",24,8,1,"Cluster 12",17
"107029",24,8,1,"Cluster 13",65
"107030",24,8,1,"Cluster 14",1
"107031",24,8,1,"Cluster 15",10
"107032",24,8,1,"Cluster 16",14
"107033",24,8,1,"Cluster 2",3
"107034",24,8,1,"Cluster 3",1
"107035",24,8,1,"Cluster 4",45
"107036",24,8,1,"Cluster 5",1
"107037",24,8,1,"Cluster 6",34
"107038",24,8,1,"Cluster 7",4
"107039",24,8,1,"Cluster 8",8
"107040",24,8,1,"Cluster 9",14
"107041",24,8,2,"Cluster 1",2
"107042",24,8,2,"Cluster 10",8
"107043",24,8,2,"Cluster 11",24
"107044",24,8,2,"Cluster 12",1
"107045",24,8,2,"Cluster 13",4
"107046",24,8,2,"Cluster 14",73
"107047",24,8,2,"Cluster 15",35
"107048",24,8,2,"Cluster 2",9
"107049",24,8,2,"Cluster 3",31
"107050",24,8,2,"Cluster 4",34
"107051",24,8,2,"Cluster 5",1
"107052",24,8,2,"Cluster 6",67
"107053",24,8,2,"Cluster 7",83
"107054",24,8,2,"Cluster 8",18
"107055",24,8,2,"Cluster 9",2
"107056",24,9,1,"Cluster 1",62
"107057",24,9,1,"Cluster 10",2
"107058",24,9,1,"Cluster 11",3
"107059",24,9,1,"Cluster 12",2
"107060",24,9,1,"Cluster 2",2
"107061",24,9,1,"Cluster 3",15
"107062",24,9,1,"Cluster 4",9
"107063",24,9,1,"Cluster 5",36
