p1_mean_weights,p1_sd_weights,p2_mean_weights,p2_sd_weights,mean_bias,sd_bias,data_type
0.42720065,0.5458638,0.4976528,0.5720759,2.6131647,0.07955472,train_pred
0.46216294,0.3609775,0.4757333,0.41342366,2.3254244,2.3559341,train_pred
0.47076648,0.6040991,0.47774637,0.25181365,3.5759802,2.0486453,train_pred
0.50567335,0.40376773,0.44060296,0.36338794,2.669384,2.4930358,train_pred
0.47345573,0.09817238,0.47771057,0.054748207,1.1796867,8.387897,train_pred
0.4012555,0.18447632,0.55381113,0.286031,2.873862,5.0220566,train_pred
0.49610066,0.059729576,0.4497355,0.2253402,1.2408444,6.482061,train_pred
0.5006411,0.3219828,0.46876362,0.42401528,1.0903455,2.9557638,train_pred
0.41636038,0.04600423,0.5174652,0.08204895,3.8329003,7.812972,train_pred
0.46057674,0.37380886,0.5032051,0.33468094,2.5407526,3.3862247,train_pred
0.47480643,0.37305313,0.4571109,0.3396819,1.8872951,2.952111,train_pred
0.44522724,0.24050407,0.50306034,0.42237306,2.4561138,3.3435447,train_pred
0.4289958,0.46059835,0.5114357,0.3486706,2.7672057,1.9994549,train_pred
0.44333896,0.32973346,0.49062228,0.34504735,1.2516131,3.4636421,train_pred
0.48951802,0.532262,0.4449098,0.5032773,2.7070272,0.070833445,train_pred
0.48936412,0.3099813,0.4649637,0.33659017,1.7275221,3.6648028,train_pred
0.48607022,0.19307768,0.47328377,0.31180897,1.6195902,4.9948916,train_pred
0.4354762,0.63964677,0.5287571,0.36497808,2.5036426,0.70815957,train_pred
0.43895885,0.23211676,0.47253683,0.28415316,2.441035,4.9697704,train_pred
0.45372346,0.2846588,0.4991513,0.46085533,2.4491053,2.045018,train_pred
0.436688,0.3851251,0.5107936,0.18441458,3.6434562,4.115699,train_pred
0.47296393,0.51537275,0.46342286,0.28235325,2.631917,2.2410662,train_pred
0.4570208,0.39873335,0.49671564,0.37805212,3.3282564,1.8486459,train_pred
0.48132515,0.16516688,0.45572382,0.18897884,2.261917,6.0765657,train_pred
0.47557613,0.30945376,0.49387112,0.5071854,1.0119603,1.9695711,train_pred
0.45681295,0.36779067,0.4774927,0.56899697,1.8066492,1.872852,train_pred
0.4406076,0.38505083,0.50858426,0.2573082,2.760479,3.7843766,train_pred
0.49464548,0.33516857,0.48295525,0.36189717,1.4252588,3.1856494,train_pred
0.47727716,0.30226484,0.48888153,0.43607187,1.2894151,3.068375,train_pred
0.48935503,0.091297716,0.46787515,0.063091844,1.1657794,8.518657,train_pred
0.47829282,0.26296633,0.48623917,0.48712435,1.8813186,2.444768,train_pred
0.4676605,0.2951944,0.47337362,0.28211135,1.8758848,4.5846586,train_pred
0.49542686,0.37581077,0.4821874,0.3945204,1.6768394,3.362011,train_pred
0.47808033,0.16653708,0.48828205,0.3053748,2.5376248,4.9353456,train_pred
0.50808585,0.28085613,0.45771927,0.2785882,1.6062577,4.561412,train_pred
0.51086074,0.3026054,0.4385466,0.366737,0.7099811,3.3506162,train_pred
0.48036367,0.44428575,0.44285706,0.36899304,2.1368706,2.5121727,train_pred
0.45181796,0.38600332,0.49272686,0.4603429,2.128863,2.024535,train_pred
0.5027097,0.19079766,0.43202233,0.31063104,2.6502419,4.8749485,train_pred
0.50589466,0.25134408,0.45034432,0.21994981,1.8265951,5.3633523,train_pred
0.44290692,0.3528783,0.5034541,0.31964895,2.6261451,3.5233989,train_pred
0.474965,0.3363561,0.4797374,0.2569573,3.1622143,4.4213915,train_pred
0.4606361,0.57376176,0.46494672,0.3967911,2.3396776,1.3610141,train_pred
0.48732653,0.38494515,0.47196433,0.37705177,1.5440911,2.8163805,train_pred
0.48747456,0.33427694,0.4717433,0.4156241,1.491084,3.0165215,train_pred
0.47220758,0.120320365,0.46541214,0.15107208,3.6559577,5.9647098,train_pred
0.4810174,0.44943315,0.5086948,0.3651651,2.0445764,2.1291418,train_pred
0.46735898,0.3213172,0.47491917,0.29789966,2.3948464,3.5519147,train_pred
0.4974866,0.03420721,0.47164017,0.09136924,3.6142795,7.764326,train_pred
0.4682498,0.12999754,0.502853,0.6292378,0.8649074,2.3560095,train_pred
0.4973032,0.2375202,0.47187436,0.26658458,1.4160538,4.971633,train_pred
0.48648775,0.38904804,0.4854975,0.236168,0.6451415,4.241098,train_pred
0.50268877,0.29364505,0.45692465,0.2720874,1.4110768,4.9508567,train_pred
0.49121657,0.18304849,0.47444367,0.27370256,1.3794748,5.3249493,train_pred
0.49533018,0.7104079,0.4593471,0.28567058,3.9999447,0.6631118,train_pred
0.49090335,0.39492357,0.45906556,0.30329025,2.2005332,3.4875045,train_pred
0.47663036,0.4241378,0.49425486,0.17799352,1.874659,4.4135885,train_pred
0.4591331,0.4018069,0.46817267,0.32882717,1.6367267,2.7221954,train_pred
0.3881789,0.33115923,0.5775515,0.30673134,3.136026,3.2399375,train_pred
0.46216014,0.43685305,0.52030396,0.27877933,1.031045,3.0882878,train_pred
0.46612266,0.3699238,0.47998807,0.106897905,2.3671286,5.015747,train_pred
0.49831286,0.068047404,0.46784174,0.0067868233,1.5846533,8.836533,train_pred
0.4447157,0.057234228,0.47778967,0.23989378,2.6271594,6.842256,train_pred
0.49465805,0.17087437,0.47176337,0.028213888,0.9342109,8.360021,train_pred
0.49910715,0.16784187,0.44600758,0.31943357,1.6448753,4.886019,train_pred
0.45567253,0.44507182,0.46179456,0.38019475,2.013157,2.164466,train_pred
0.46992746,0.27179173,0.46620154,0.26751965,2.7926974,4.073296,train_pred
0.49432644,0.36877632,0.45765185,0.3497728,1.9928052,3.1167426,train_pred
0.4752615,0.33212346,0.4633093,0.3650991,1.4383682,3.2803721,train_pred
0.4482539,0.4226614,0.52941257,0.39234787,2.667014,2.573883,train_pred
0.48773947,0.37860307,0.4585267,0.2518934,0.8288821,4.0148253,train_pred
0.45634875,0.18660346,0.5027071,0.18453002,2.7446918,6.1752048,train_pred
0.47972417,0.33412668,0.50358886,0.24707465,1.997402,3.890523,train_pred
0.44921893,0.4414798,0.47692934,0.45102897,3.086135,1.5043924,train_pred
0.47134236,0.48856008,0.49567807,0.3475653,1.6079528,2.1497731,train_pred
0.46737307,0.2705623,0.4942873,0.1303573,2.8397555,5.8545713,train_pred
0.46607262,0.3422975,0.49671993,0.2590168,1.8615289,4.1113243,train_pred
0.50438434,0.46982363,0.45856974,0.32064566,2.2355103,2.437048,train_pred
0.46440575,0.26976043,0.4387386,0.09038901,2.8417633,5.850304,train_pred
0.46242344,0.4874447,0.5003597,0.45735192,1.4715724,0.61169463,train_pred
0.4992829,0.2871402,0.44917914,0.076477274,2.3127563,6.0375066,train_pred
0.5102899,0.31814933,0.48902595,0.19338617,0.05497974,5.6962705,train_pred
0.44411027,0.654758,0.51797247,0.3404582,2.5270398,0.46045655,train_pred
0.4918079,0.33831322,0.46313238,0.29979882,2.5440242,3.435938,train_pred
0.46833807,0.36629194,0.46532127,0.26601937,2.332296,3.7121902,train_pred
0.45429277,0.40769866,0.46304172,0.31277102,2.558535,3.5613098,train_pred
0.45687148,0.24576165,0.49423853,0.4787969,1.6750824,3.1342542,train_pred
0.48160246,0.39831528,0.47387713,0.33509293,2.6844661,3.084731,train_pred
0.50007474,0.21785742,0.4713517,0.17674206,2.9616811,5.8252916,train_pred
0.45532584,0.014012963,0.46877587,0.2814172,3.1103027,6.6149483,train_pred
0.52183306,0.21570635,0.44580936,0.1983056,1.5376451,5.385208,train_pred
0.4116624,0.39293426,0.5468883,0.49374458,2.7685854,2.0962348,train_pred
0.49017182,0.466514,0.4518704,0.43927455,2.070685,1.2621398,train_pred
0.45863292,0.3853331,0.49397156,0.5198361,2.4511611,1.6071421,train_pred
0.5107464,0.33067527,0.47898203,0.38975808,1.6499405,2.936133,train_pred
0.4820453,0.0143934935,0.46946895,0.27358264,1.6171198,7.0194983,train_pred
0.44093135,0.3709721,0.49842006,0.2590807,2.064594,3.7829623,train_pred
0.47842795,0.32268074,0.4935291,0.284541,0.93676376,3.788512,train_pred
0.50370926,0.29578924,0.48302898,0.14709695,1.2030275,5.725172,train_pred
0.44437495,0.23534149,0.47288367,0.20347938,1.8741845,5.495394,train_pred
0.4529255,0.4756521,0.47755212,0.45161358,2.2348344,1.0880933,train_pred
0.45081595,0.3304625,0.53498214,0.22362311,3.075063,4.1653843,train_pred
0.48359644,0.4425271,0.49442488,0.4445806,0.93040824,1.8937899,train_pred
0.44306886,0.45612213,0.49795955,0.50965536,2.351752,0.8432621,train_pred
0.50280184,0.084690675,0.46967173,0.1502646,1.5432755,7.5702734,train_pred
0.46274894,0.21380791,0.50210327,0.18162711,1.2413496,5.636827,train_pred
0.5324937,-0.14391075,0.45530927,0.111867726,1.1570718,9.944809,train_pred
0.45352843,0.13188677,0.4992364,0.12882838,1.2018858,5.8525267,train_pred
0.49695286,0.33370012,0.46672896,0.33041662,1.610101,3.568023,train_pred
0.49095228,0.62230664,0.4599962,0.42064926,2.8901384,0.69712454,train_pred
0.4636348,0.151493,0.47419867,0.24381392,2.3245096,5.604022,train_pred
0.45945132,0.2563357,0.5079341,0.2947837,1.701895,4.561461,train_pred
0.43247336,0.2559832,0.55212176,0.54157406,2.2501807,3.7895052,train_pred
0.51181245,0.38099554,0.4460661,0.2971648,2.3390024,3.2732258,train_pred
0.4630858,0.3654369,0.4589064,0.36887574,3.8837523,2.9495888,train_pred
0.42369303,0.4519295,0.5073377,0.35285425,1.8286924,2.6111927,train_pred
0.47944772,0.35225776,0.4926237,0.41842708,1.5361285,2.4250445,train_pred
0.4753763,0.5192763,0.47119802,0.4828459,2.3877206,0.51103663,train_pred
0.48440847,0.4142707,0.47445786,0.33922824,1.6839089,2.4609003,train_pred
0.48695984,0.4641681,0.45963252,0.49078375,2.6231787,1.2305129,train_pred
0.4318878,0.041793592,0.5122003,0.25487787,2.7716682,6.2911673,train_pred
0.44375217,0.27312797,0.5315825,0.29262683,3.1256232,3.7868195,train_pred
0.49198648,0.1813726,0.4577098,0.31616127,0.71158934,5.2064905,train_pred
0.47485444,0.407265,0.49485692,0.38011318,1.9714118,2.3941784,train_pred
0.48077065,0.38655946,0.4427268,0.33399266,2.1544642,2.8483596,train_pred
0.4862627,0.36385378,0.47706908,0.24904004,0.9657499,4.376994,train_pred
0.4669732,0.4366501,0.46430096,0.41757706,1.224787,2.0607903,train_pred
0.47777218,0.36559352,0.45028618,0.31232232,1.8128809,3.6103234,train_pred
0.46626988,0.48363948,0.47367662,0.37074918,3.6189902,1.4482317,train_pred
0.48039675,0.20546553,0.46524262,0.15417665,2.719018,6.06356,train_pred
0.49274227,0.25197196,0.48298174,0.3420805,1.9026937,3.9622822,train_pred
0.44004518,0.2330634,0.5065415,0.19834273,1.8274635,5.5813694,train_pred
0.45692348,0.110875756,0.4726998,0.10112119,2.7239172,7.2298317,train_pred
0.5014667,0.36452085,0.44399703,0.36149982,1.5543764,2.9860682,train_pred
0.46588022,0.43690348,0.48140344,0.3954685,1.9304761,1.767983,train_pred
0.46926865,0.25139016,0.47341937,0.35733837,1.5640154,4.307028,train_pred
0.48389196,0.20112427,0.47117454,0.12907985,0.9378965,7.186444,train_pred
0.5166793,0.4201798,0.47142905,0.2503002,2.102804,3.8624265,train_pred
0.49554572,0.392241,0.45659912,0.30632344,2.109423,3.4095936,train_pred
0.53493017,0.033372283,0.45863992,0.044270575,0.9118202,9.559813,train_pred
0.48009995,0.3151443,0.4872932,0.12006426,2.3679361,5.4775248,train_pred
0.43968064,0.18286389,0.50155,0.33544996,1.618469,4.4409823,train_pred
0.47806385,0.21254714,0.49156454,0.28987837,1.5866772,4.720126,train_pred
0.45132303,0.4651373,0.47899646,0.3748293,2.669043,1.8408772,train_pred
0.4654181,0.22648548,0.5018795,0.094452396,1.6604095,6.5706067,train_pred
0.46797204,0.06689645,0.48547855,0.4118616,2.381803,5.3409376,train_pred
0.48821962,0.31894892,0.45441392,0.15507488,3.5094752,4.975609,train_pred
0.47526756,0.5596777,0.46946982,0.3158493,2.3054621,2.0711775,train_pred
0.5060125,0.23694018,0.47562212,0.19193809,1.6237841,5.447709,train_pred
0.47142395,-0.06504983,0.45827612,0.14981014,3.3482177,9.216894,train_pred
0.49471492,0.29555604,0.48021662,0.26354986,1.4900835,4.1111064,train_pred
0.45671245,0.38723776,0.47999665,0.33712044,2.3256745,2.2467444,train_pred
0.45603275,0.30362007,0.5245306,0.32052755,1.2558379,3.5095956,train_pred
0.4760752,0.20793448,0.5016408,0.2924594,1.7746671,5.081407,train_pred
0.49824417,0.20360163,0.44354165,0.2957884,1.4182158,4.9923353,train_pred
0.47425872,0.3422607,0.49354506,0.41300642,0.3708509,3.2190099,train_pred
0.48812902,0.45956576,0.46390498,0.4212078,2.3683958,1.4886422,train_pred
0.4889315,0.28817895,0.47722545,0.40460002,1.1853309,3.1740203,train_pred
0.43342748,0.5585587,0.4946249,0.3715939,4.2506227,0.6507033,train_pred
0.48448512,0.18514559,0.47501418,0.19394487,2.4707003,5.986871,train_pred
0.47335923,0.31900966,0.47592705,0.35228783,2.2480006,3.340629,train_pred
0.47950184,0.23096192,0.4632947,0.1992239,2.110513,5.183217,train_pred
0.4579151,0.2995798,0.48116577,0.23882952,2.7498019,4.003446,train_pred
0.46816918,0.1263418,0.49885055,0.2336186,1.3063576,6.1792865,train_pred
0.47186482,0.43506762,0.46428022,0.4151943,2.2557547,2.010469,train_pred
0.5146743,0.29732943,0.450733,0.25997108,1.4169581,4.3360453,train_pred
0.45681837,0.47460347,0.46444535,0.27791953,3.7085843,2.7187219,train_pred
0.5273872,0.32313395,0.44920522,0.2900844,0.20611572,5.42356,train_pred
0.46488968,0.41768923,0.5016648,0.42325088,2.2047768,1.5379425,train_pred
0.46042612,0.35151088,0.49826282,0.38342634,1.5857462,3.134558,train_pred
0.47328833,0.5152424,0.49818835,0.32694963,1.4911339,2.1185682,train_pred
0.5004335,0.17026001,0.46131372,0.39249098,2.3825622,4.7697043,train_pred
0.45063043,0.3006447,0.48268896,0.32639408,3.4379163,3.568054,train_pred
0.48899803,0.47887367,0.45319134,0.42005673,0.96688575,1.5714599,train_pred
0.47675636,0.23692942,0.47937956,0.34236285,1.2964921,4.104613,train_pred
0.48667094,0.36420453,0.4754509,0.3390325,2.2790189,3.086844,train_pred
0.4819705,0.46970537,0.4785088,0.44342378,2.151759,0.964785,train_pred
0.4671878,0.275755,0.4848748,0.1576582,3.2377973,4.7708836,train_pred
0.47341564,0.24919264,0.47930583,0.22721672,2.0567744,5.1424494,train_pred
0.43014774,0.01178126,0.50033784,0.31794655,2.6130266,6.095723,train_pred
0.49642295,0.4875615,0.4782037,0.42582074,1.6233201,0.78647363,train_pred
0.4662659,0.17147553,0.46183133,0.2511859,2.502187,5.475693,train_pred
0.46878305,0.21078764,0.47796232,0.4375087,1.8051636,4.081585,train_pred
0.49571997,0.23584875,0.48228878,0.37017736,0.66958284,4.277471,train_pred
0.48278204,-0.013295472,0.476982,0.29080278,1.9879458,6.661109,train_pred
0.4664922,0.3757122,0.49565417,0.31132382,1.1709541,3.249714,train_pred
0.42764682,0.46130833,0.5186866,0.3169849,2.0163875,2.487057,train_pred
0.46439013,0.42008567,0.48033565,0.29466647,2.3503504,2.8190408,train_pred
0.5204437,0.37186223,0.44749087,0.3359976,0.67314553,3.4545884,train_pred
0.44066834,0.24859974,0.52853316,0.28211504,2.5629504,4.196707,train_pred
0.44616526,0.55765,0.4912908,0.34907827,1.7135824,1.4626651,train_pred
0.44894105,0.3510067,0.4695062,0.32198435,2.6007752,3.3527298,train_pred
0.47995767,0.3914926,0.48875132,0.32641205,1.0851102,3.2967553,train_pred
0.4757213,0.24335323,0.46593294,0.35658005,2.354145,3.81323,train_pred
0.4903748,0.36851275,0.47416127,0.3753603,2.007447,2.851618,train_pred
0.4962593,0.28496295,0.45672545,0.25820905,1.6387124,4.627658,train_pred
0.46977317,0.40394822,0.4892642,0.5003324,0.8454222,2.144485,train_pred
0.44317168,0.17132115,0.50155586,0.27029902,2.5117788,5.2817044,train_pred
0.50100195,0.21617271,0.49343377,0.32258612,0.67155886,5.302464,train_pred
0.48966604,0.276747,0.47591385,0.25889856,2.1294417,4.157056,train_pred
0.48387137,-0.12746766,0.4880156,-0.25511113,1.7055471,12.842337,train_pred
0.47249085,0.41756144,0.47504875,0.46974027,2.226993,1.5790431,train_pred
0.47746745,0.29024595,0.48199704,0.35303757,1.841708,3.916252,train_pred
0.4643431,0.39256635,0.47034582,0.510457,2.092825,2.6279812,train_pred
0.5019741,0.18898693,0.44993863,-0.023591846,1.1215954,7.985428,train_pred
0.5086999,0.23915274,0.4842712,0.3067715,0.6712903,4.5315723,train_pred
0.4706464,0.22352307,0.46422425,0.018145919,2.8880677,6.8331404,train_pred
0.4781847,0.3805586,0.45762116,0.3831411,1.9923618,2.2176735,train_pred
0.46839887,0.4475422,0.46547544,0.61480105,2.8476348,-0.2796,train_pred
0.47209635,0.4839783,0.4672741,0.3835964,2.572262,1.5001925,train_pred
0.4455941,0.40000522,0.48756158,0.45087802,0.5315136,1.7582772,train_pred
0.50927484,0.4346192,0.4846711,0.42529988,1.2316606,1.7258294,train_pred
0.50477874,0.38898543,0.4629959,0.4500879,1.8218281,2.2527843,train_pred
0.46301588,0.14042014,0.4932393,0.10464534,2.6603923,6.6832337,train_pred
0.48058534,0.28315157,0.5002074,0.5829195,1.0956384,2.3355975,train_pred
0.46628994,0.14885774,0.4893837,0.44712648,0.76222134,4.7110863,train_pred
0.4354976,0.21568103,0.5140866,0.5942513,1.8761032,1.9364672,train_pred
0.475228,0.25899184,0.4970782,0.30571467,2.1031857,4.078617,train_pred
0.4885897,0.25978798,0.46419597,0.23385265,1.5209751,4.4643373,train_pred
0.46511164,0.22012407,0.49663496,0.21335216,1.3361012,5.916044,train_pred
0.4494521,0.32849914,0.49120024,0.3815483,1.6361558,3.245926,train_pred
0.45492077,0.26563656,0.49239326,0.3738984,2.3207707,3.5056262,train_pred
0.4815682,0.23541254,0.47816628,0.21037585,1.664578,5.5531387,train_pred
0.46016422,0.32568157,0.47662482,0.3100918,1.7268541,3.382215,train_pred
0.45028752,0.24944055,0.5096261,0.35141605,1.34054,4.0514274,train_pred
0.44086948,0.46243978,0.49907342,0.3745971,3.034182,2.4227824,train_pred
0.44271636,0.5552561,0.48614565,0.5024569,2.8498285,0.78714347,train_pred
0.49663174,0.4622227,0.45573232,0.34694862,2.2070284,2.688538,train_pred
0.46579942,0.37250784,0.49003816,0.2818338,1.9562316,3.404555,train_pred
0.45923775,0.30550256,0.50208807,0.3501464,2.1327837,3.1009967,train_pred
0.48471338,0.42852482,0.45843858,0.30405656,1.9494255,2.9129663,train_pred
0.4194784,0.5195992,0.5349128,0.37169862,2.6603856,1.7295606,train_pred
0.47976935,0.5119585,0.4541918,0.17123312,3.2521887,3.2528417,train_pred
0.5070077,0.21894968,0.4875173,0.41329178,1.2728194,3.5912142,train_pred
0.46176985,-0.22337377,0.50561875,0.29134092,1.9369342,8.413378,train_pred
0.48414087,0.50801986,0.47448623,0.5500385,2.553597,1.3081447,train_pred
0.4553572,0.43069267,0.4774579,0.3790648,3.1421256,2.5196743,train_pred
0.45541975,0.44019234,0.49393255,0.36787677,2.0216677,2.2747533,train_pred
0.47336164,0.06350604,0.45078057,0.28224003,2.2394633,6.488474,train_pred
0.46961927,0.24985087,0.45760095,0.46959794,1.7955141,3.3230276,train_pred
0.4913218,0.23507981,0.48045462,0.35265705,0.7905437,3.8237793,train_pred
0.48891488,0.29954624,0.4526285,0.40377063,2.0396824,3.386004,train_pred
0.45828092,0.39778617,0.47550067,0.5275726,2.2861905,1.4285271,train_pred
0.45272323,0.10941674,0.46622097,0.15249445,1.7108381,6.8547754,train_pred
0.5002689,0.22491388,0.48223716,0.5200166,1.2675471,2.914904,train_pred
0.4833739,0.3675183,0.47897458,0.40989038,1.1977363,2.8712878,train_pred
0.48616552,0.41816163,0.49519268,0.35587198,2.5784826,1.4842699,train_pred
0.49870324,0.47557333,0.46647847,0.3379684,1.6894102,2.6873662,train_pred
0.47718626,0.25602677,0.48446536,0.31061947,1.711092,4.662003,train_pred
0.4333037,0.3789559,0.5076101,0.3555152,2.1430182,3.1561155,train_pred
0.4791891,0.2150705,0.4750758,0.4265123,2.8231945,3.7376423,train_pred
0.4886811,0.36030972,0.46317816,0.3779992,2.6153796,2.675909,train_pred
0.4591736,0.2633072,0.48258588,0.4054231,2.5074966,3.6514683,train_pred
0.48278645,0.17859349,0.48379564,0.47178072,1.6915685,3.7977333,train_pred
0.47524157,0.2486109,0.4826688,0.3189897,0.5743551,4.739117,train_pred
0.44008327,0.36359802,0.50149536,0.42479062,1.6394024,3.2726722,train_pred
0.4604284,0.31032065,0.49186724,0.27225992,1.7851052,4.105729,train_pred
0.45186844,0.19909367,0.4919733,0.24882619,1.6905818,5.2364163,train_pred
0.48342887,0.2250214,0.46564373,0.15329169,2.9387064,5.3974094,train_pred
0.4851613,0.40400934,0.47811282,0.37747443,1.7179248,2.769081,train_pred
0.4674384,0.3030237,0.47005564,0.2744469,1.9898752,4.1524305,train_pred
0.4667993,0.3639621,0.47277614,0.30481276,2.1522923,3.4631224,train_pred
0.44287795,0.32495773,0.49229512,0.31487256,4.035779,4.054578,train_pred
0.46328586,0.36752826,0.4872787,0.28307512,1.7890763,3.7179928,train_pred
0.48787117,0.22240166,0.47098827,0.27825004,2.2727914,4.9770384,train_pred
0.4856208,0.24961114,0.47867903,0.23813675,1.7573785,4.6824226,train_pred
0.48750904,0.38661283,0.48150504,0.42326143,1.1412375,2.2354972,train_pred
0.5352691,0.260508,0.40900117,0.23813699,1.8886777,5.2274055,train_pred
0.48279428,0.24140637,0.5036194,0.3175723,1.8463972,4.2731256,train_pred
0.44942868,0.15174025,0.50178397,0.3208201,1.8523066,5.4308624,train_pred
0.4917433,0.3989915,0.44515723,0.37890574,1.988254,2.6593125,train_pred
0.46965328,0.2170193,0.45644796,0.2237828,1.9201373,5.440269,train_pred
0.47510824,0.2761978,0.47183073,0.37401286,1.6462588,3.7731917,train_pred
0.47459653,0.46055374,0.4732067,0.37449685,2.7655752,1.7846353,train_pred
0.44513503,0.2707267,0.49293315,0.514071,1.8556111,2.515512,train_pred
0.4556275,0.5060926,0.47334272,0.46491018,1.7738886,0.93312496,train_pred
0.47369492,0.28104353,0.47571856,0.2287825,1.5204748,5.1976023,train_pred
0.48146144,-0.119723454,0.51464266,0.3622325,0.97434354,7.0979586,train_pred
0.47096083,0.4701847,0.49128404,0.22019939,2.1464374,3.3514686,train_pred
0.44695738,0.3656793,0.5167741,0.32497385,2.4815972,2.8480082,train_pred
0.44211414,0.38633564,0.49228135,0.37172434,2.3194475,2.6857033,train_pred
0.47363102,0.38643387,0.4695408,0.39581937,2.6672459,2.6015997,train_pred
0.4954611,0.15994889,0.45382228,0.4576499,1.4722836,4.316514,train_pred
0.46317887,0.60720503,0.48746246,0.28585464,2.6612215,1.4624541,train_pred
0.5006776,0.420708,0.46338573,0.40298507,1.87253,1.8356907,train_pred
0.45408943,0.37060636,0.4977907,0.36287543,1.2834464,2.816389,train_pred
0.471417,0.20880067,0.45834962,0.27899736,1.8910549,5.088213,train_pred
0.468836,0.45092562,0.492131,0.3506052,3.0787785,2.6696553,train_pred
0.49062282,0.42839292,0.45440498,0.40227014,1.9900229,1.9321368,train_pred
0.49266222,0.2876164,0.46386808,0.26126212,0.58516,5.321105,train_pred
0.48611918,0.044231802,0.47921112,0.34646648,1.4594595,6.226183,train_pred
0.45804635,0.30350438,0.48137432,0.40733966,2.2216234,3.1248858,train_pred
0.48914418,0.12563065,0.42660657,0.370469,2.973013,4.768755,train_pred
0.46850106,0.3530156,0.4884607,0.384224,2.1344688,2.8198814,train_pred
0.4609029,0.46592793,0.47589952,0.4414397,1.9929736,2.050731,train_pred
0.43800077,0.39985275,0.49578434,0.37668025,2.1966143,2.0989568,train_pred
0.46432263,-0.042330734,0.47614232,0.09209275,2.792142,8.181353,train_pred
0.48111987,0.3634982,0.4823939,0.25393942,2.8112645,3.733996,train_pred
0.5096917,0.28969005,0.46258688,0.45835873,2.8004699,2.8839884,train_pred
0.48522347,0.16592655,0.49812067,0.44274503,1.6084485,3.7177157,train_pred
0.43553075,0.39812356,0.50452775,0.49967328,1.7790029,1.9314607,train_pred
0.48909184,0.4257006,0.4686467,0.2816653,2.4493833,2.970242,train_pred
0.47168392,0.350191,0.50752556,0.33967248,0.978297,3.358933,train_pred
0.4626382,0.07069075,0.47911268,0.07765922,2.8855085,7.3587756,train_pred
0.47381544,0.28256953,0.47896504,0.30703655,2.2308483,4.0279455,train_pred
0.46898964,0.3941803,0.5072215,0.42564082,0.7764781,2.5885952,train_pred
0.48133358,0.4136114,0.49270493,0.47357354,2.1252785,1.593537,train_pred
0.5152646,0.27786973,0.45111045,0.2804542,1.0313723,4.648211,train_pred
0.51986253,0.109868415,0.44852644,0.32682043,0.9036455,5.800555,train_pred
0.48220193,0.41105253,0.47623548,0.24967846,1.1668283,3.6886525,train_pred
0.44453782,-0.076841325,0.540987,-0.10189021,2.0586765,10.781357,train_pred
0.48169333,0.2621762,0.45060965,0.2331687,2.603221,5.065337,train_pred
0.49666882,0.43377027,0.44431084,0.47640148,2.7956731,1.010553,train_pred
0.49147993,0.609642,0.44491634,0.28047642,2.8790383,1.287451,train_pred
0.44933528,0.4466516,0.4819326,0.26979253,3.5924082,2.9279277,train_pred
0.48347703,0.52566373,0.4645155,0.18919823,1.707905,2.7655554,train_pred
0.48452744,0.3494628,0.48936084,0.3158923,1.9815569,3.9300485,train_pred
0.46900162,0.43608603,0.46570626,0.29660708,1.8017452,2.7191985,train_pred
0.4813594,0.3271662,0.48440006,0.49381578,1.5743289,2.251716,train_pred
0.44896716,0.19484705,0.4654707,0.35192353,1.8671211,4.3807096,train_pred
0.4919673,0.07276261,0.4765202,-0.17391028,2.0114977,10.828044,train_pred
0.4471673,-0.0018148273,0.5384559,0.36445796,1.1489611,7.1893535,train_pred
0.48334816,0.3169799,0.4849845,0.395295,0.64585537,3.4813643,train_pred
0.47894728,0.36976624,0.51018685,0.3607453,2.436502,2.58614,train_pred
0.47203767,0.33130324,0.46279112,0.28837767,2.2223048,4.2409124,train_pred
0.4691141,0.4159323,0.48371306,0.40269572,1.6930337,2.1577563,train_pred
0.48892328,0.54059166,0.4499987,0.48259094,2.7737134,-0.015852302,train_pred
0.49872252,0.3096892,0.4686757,0.36546746,0.91088796,3.409898,train_pred
0.52670467,0.32303578,0.43431216,0.37627056,2.8126888,3.056274,train_pred
0.49252248,0.23726209,0.45316398,0.22846176,2.1981347,5.6300125,train_pred
0.4623218,0.5013791,0.50837183,0.38084754,2.5100749,1.6799704,train_pred
0.47949025,0.55313337,0.46025047,0.32416263,2.6952128,1.7215466,train_pred
0.4720719,-0.021960527,0.5095549,0.04077652,3.249425,8.944514,train_pred
0.46662414,0.2952253,0.46211258,0.34682938,2.1836653,3.7739444,train_pred
0.4688552,0.42765105,0.4758085,0.22345886,2.0841086,3.5112095,train_pred
0.49340424,0.3210923,0.44629353,0.46281686,1.7889428,3.0280862,train_pred
0.474897,0.65077597,0.4730149,0.37130123,2.8214333,0.8979691,train_pred
0.47118974,0.58110327,0.47064745,0.31140104,2.9333065,1.2864803,train_pred
0.4216948,0.40651527,0.50610244,0.2302535,3.4936028,3.2550726,train_pred
0.4813463,0.37544096,0.47299623,0.41755256,2.2783387,2.6601882,train_pred
0.48300695,0.08138746,0.5067931,0.13895038,1.5399089,7.2033215,train_pred
0.47041363,0.5577804,0.47808397,0.3267737,3.066361,1.857032,train_pred
0.47805753,0.2603706,0.4770655,0.37671798,3.3687873,3.8900878,train_pred
0.450134,0.21665329,0.49661815,0.29443905,2.9075449,5.368699,train_pred
